H2,CH4,C2H6,C2H4,C2H2,Total_HC,CO,CO2,Fault
22.43773663803545,30.798549790310457,12.56838440730401,11.531542945540197,1.9504411624484173,56.848918305603085,518.9622005287644,2673.470881477918,Normal
11.680127150076036,21.630914120396678,3.3789717562788883,0.1,1.8845011207010653,26.994386997376637,384.6974123793787,5679.528134468257,Normal
26.003609566451658,41.87500721513824,13.137096142824337,3.106146370378328,1.1639428851542128,59.28219261349511,455.02024960264407,4325.044427203026,Normal
27.524517731129713,15.860356522621613,13.282662300955984,11.807074403763936,2.662081534581753,43.612174761923285,329.6930919102198,3386.3960620321513,Normal
4.391718490769309,39.38820410901194,13.860456953866457,11.910117349067182,2.650249005578364,67.80902741752394,388.0633800723123,4168.14139153933,Normal
9.582563945101455,27.712187309938088,8.31967174846891,5.350284879440278,2.5935546949055666,43.97569863275284,237.90864816918486,6606.956808394423,Normal
21.022723225338282,44.054965121607836,18.477366854858865,7.151591832484245,3.536965653917645,73.2208894628686,165.56566915811263,5904.405415632833,Normal
17.470059261251343,39.01042786477512,18.147044251716515,15.482163954456528,3.4493448012363035,76.08898087218446,494.27658012252755,4804.9609077522655,Normal
19.86559073996569,51.84775389176162,6.033566281084161,8.063879473709296,1.6250553101508647,67.57025495670595,301.50050722755583,5928.657527697279,Normal
13.175648579411359,38.769296293663736,19.195180390169327,18.97168124961194,2.373052318434178,79.30921025187918,354.447215499657,3258.6320654198917,Normal
27.03518379890263,11.13551693216111,27.316109891675346,9.992320587294616,1.3763993107417873,49.82034672187286,261.3557746729807,5048.555151090546,Normal
26.222335483431586,29.19656192522159,16.031761994622357,11.632144707525068,2.0233553161145554,58.88382394348357,259.0030296916124,5220.983495729706,Normal
20.528245580489727,15.93591368886221,12.976049027588964,16.46749759399443,1.4002505508811351,46.779710861326734,382.6162299905384,4295.245237251909,Normal
29.01792965574426,23.780641891604702,14.147980713554873,10.52410846477368,3.620070309136051,52.072801379069304,327.04228058643537,5653.187503936127,Normal
23.740074738016364,48.13474119932066,18.69154060181137,5.990624077236795,2.363698150342963,75.1806040287118,437.79709979946983,3829.349818033323,Normal
13.125660296934093,37.65040573077235,4.615970366956692,9.561090193222839,1.7819708718955778,53.609437162847456,445.2538418979592,5764.731061664177,Normal
22.95000627265999,21.612834857055045,15.986344217863813,9.857557055239637,3.193618571856377,50.65035470201487,432.0849646324607,5827.788157296938,Normal
12.328939193368008,17.835391602715212,12.657216303223139,4.541033391193738,0.1,35.13364129713209,423.8600790928444,624.2601789544005,Normal
27.02760241045818,30.39338511451513,26.086950077736272,8.976671714636707,0.1,65.5570069068881,557.7768204931886,6785.458555265177,Normal
19.600592712109975,15.401278207426467,13.954963597170252,7.031231624010253,2.795838655219774,39.18331208382675,293.2406230955114,428.5511519708689,Normal
18.521101091637917,21.94631667124103,25.00732566671712,13.697431028749737,2.060468448117368,62.711541814825246,394.5065133797082,4075.926461665812,Normal
14.552563644768469,33.74411365861493,8.377555813307957,10.138447496741023,2.2504463002607604,54.51056326892467,513.2689820519589,6538.0220513866325,Normal
29.780330709392242,43.86374443328035,18.523555000816753,8.86881700340972,0.6736038966814513,71.92972033418827,526.4539809338037,4524.069912121339,Normal
18.76376414344958,37.30513766669328,16.916401582747373,9.575272277509695,1.9767662891496338,65.77357781609999,257.8236350655427,2800.721026295687,Normal
16.573377422695142,2.5045258968227984,9.785716512811305,10.892488073624664,4.0035094104013424,27.186239893660108,368.764455834413,3359.394407424994,Normal
17.182931596094164,33.65240074836312,16.064376687821643,12.46725679875912,2.8241996197958628,65.00823385473974,535.812109586726,6540.3586194809295,Normal
24.25847348442679,30.864402878790933,22.2751130209896,6.0011510853224745,2.169706545142812,61.31037353024582,450.8079105199065,2117.7432041770426,Normal
22.923552514912625,34.966683424472315,13.057249774280397,5.833649469514913,1.5609460898950624,55.41852875816269,419.5263031479773,6693.486651443026,Normal
23.301860892767905,49.39451617981449,4.848224104981421,14.41871686161012,1.6054271481306062,70.26688429453662,378.23153065653435,4917.346851436566,Normal
23.446568024063062,5.241140678343086,14.894623041135324,8.350652511181078,0.1,28.58641623065949,361.61990742922546,3211.40700433635,Normal
37.13318080696369,22.906758897706734,9.585461431244925,4.332631629612504,2.2576404209211605,39.08249237948533,428.82190630903244,4125.327391545963,Normal
16.748679868923077,37.090875873520254,12.945954368016706,11.775250837532418,2.845483108481854,64.65756418755123,374.76258750155165,3474.163488347538,Normal
15.9020581674277,11.020867206552694,14.510473381889273,11.853479224130748,0.42438067282938485,37.8092004854021,395.7421378955556,6299.337801287793,Normal
13.489818174016978,47.71138857664211,4.766086703906897,3.8771389709731743,1.338583107693184,57.69319735921536,407.85987061150377,6098.641714644257,Normal
24.927835380603966,34.4202793524079,5.306049964075932,10.917926861854426,0.8425353677665779,51.48679154610484,332.1928471506501,2421.25829918593,Normal
29.031778341767133,40.15900783012085,17.89240101315315,12.942332369713494,1.0346488051912366,72.02839001817874,453.2129373881438,4394.611822220999,Normal
19.088420338761,23.148676061738463,11.863687822981918,11.497545806825052,2.0534816268219003,48.56339131836733,691.424464841542,3705.2215064835846,Normal
13.278748184299776,39.76516427959453,0.1,12.52792593504558,0.1,52.49309021464011,222.3013360673925,6940.2649526890555,Normal
13.404150274470084,42.82165867186846,19.70906421964881,4.382923607637004,2.614270438357064,69.52791693751135,432.401252418998,2974.8513228103684,Normal
25.20474230259761,32.79453624164602,16.634218531645438,11.324160619984783,2.753855069933682,63.506770463209925,323.98099113810946,7406.343657027521,Normal
25.94603336962754,32.81281071238435,10.716751055781096,8.789520962118214,1.7488974119630876,54.06798014224674,457.740257751925,4950.057890724594,Normal
24.34523414644156,33.244118871380714,7.099018733650551,8.068839365101422,0.1,48.511976970132686,404.65574733278606,3257.0983904298687,Normal
14.675922341690445,19.63985682312742,20.01484737788602,13.482222437678907,1.0035813739976103,54.14050801268996,476.18547740424634,3984.088723986083,Normal
21.857290584533757,28.229655837115764,17.096103735362576,15.91709804269692,3.2329019341026966,64.47575954927795,517.550657650878,3797.571738847324,Normal
20.933486473125825,28.169729610571693,29.29561369610444,17.177480218401435,0.1,74.74282352507757,419.24211177681815,3088.072396976741,Normal
21.749508773832105,34.600726372241944,17.521131592349626,15.25923148602362,1.6524765878064809,69.03356603842167,513.2052288414178,5142.240289595564,Normal
26.971430223585518,41.997890962923535,17.32621884757209,9.561063273479265,0.819999221532741,69.70517230550763,165.57021062113228,3158.126673962235,Normal
21.788764390197457,17.297567016259087,13.998432419348608,11.410880652105373,2.8045703015848367,45.51145038929791,559.0452297916023,1729.450686892717,Normal
25.43130850457516,28.499891636165067,19.900655203204746,13.067291487136975,1.3248860478565385,62.792724374363324,437.506215189234,4430.48529372774,Normal
20.54063255591113,47.77746657190768,18.750511207488923,10.484711797197848,2.4039540207356116,79.41664359733007,507.7843355745182,2295.715705373176,Normal
22.312955189519872,21.07694125424923,22.51035005139117,10.523056751646177,2.565460419169093,56.67580847645568,278.01242551584784,3871.758697898719,Normal
25.050305806708323,20.132999792516156,11.872062488176292,13.295012527504728,3.83622583973002,49.1363006479272,316.9230118394664,3636.3456670949663,Normal
8.342753441154668,32.42767430197432,12.387555162336227,9.76286941589627,1.7970580563246297,56.37515693653145,414.5938294144774,3693.1758919612785,Normal
17.44263026914159,40.13262228582384,12.12538097452812,7.0828522545053545,2.3760443696226115,61.71689988447993,398.2962110662537,8001.444652385231,Normal
16.237018765657638,30.137112666727912,19.744810327073935,8.342107736656565,0.514944520872564,58.73897525133098,428.30685880099895,5084.617350754356,Normal
14.888977214053265,45.94752708524387,23.99024664178039,12.535641510934969,3.190413563293744,85.66382880125298,508.4515160929966,5368.056513492998,Normal
17.79886199018653,40.28152779079832,12.246957041104196,10.011973164799823,1.2394911519286353,63.779949148630976,223.47796846971508,2335.402555486558,Normal
31.959530489875167,40.10184080268074,12.451357633241452,11.360839907473352,1.4392458359122544,65.3532841793078,497.3819071717309,4019.055299544617,Normal
13.073351074454054,36.64939801588912,16.884463343218794,12.680316968808759,1.9777522051507892,68.19193053306746,400.8281909957927,5322.953944912268,Normal
27.746226836731847,57.93183720415302,13.525430999922591,8.500634148409562,0.43711565466015045,80.39501800714531,379.6218138875452,3463.2066306304905,Normal
6.537041827073562,27.53805973360747,20.71232191883934,13.024992654519224,2.228770028928938,63.50414433589496,252.88847656151097,6362.094265276978,Normal
17.320919760113803,5.957732495201832,1.4893362562857195,11.515370413833578,2.9674662729250105,21.929905438246138,450.3048668376865,3195.955121148455,Normal
21.302024520840046,49.251052338205696,10.039769718498633,5.0607476523540855,2.2929338234972914,66.6445035325557,158.5892148968963,4570.450796202236,Normal
